data_hora;compressor;degelo;agressividade;temperatura_camara;temperatura_evaporador;pressao_succao;pressao_descarga;pressao_oleo
02/08/2026;13:43:52;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,35;4,44;15,82;277,04;57,91;42,09
02/08/2026;13:43:57;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,27;4,44;15,69;276,58;57,54;41,85
02/08/2026;13:44:02;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,24;4,36;16,31;276,40;57,42;41,12
02/08/2026;13:44:07;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,15;4,26;16,51;278,97;58,48;41,97
02/08/2026;13:44:13;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,12;4,22;15,78;277,88;57,33;41,55
02/08/2026;13:44:18;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;12,04;4,19;15,79;276,91;57,29;41,50
02/08/2026;13:44:23;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,99;4,12;15,26;275,87;57,28;42,02
02/08/2026;13:44:28;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,89;4,05;15,32;276,74;57,35;42,03
02/08/2026;13:44:33;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,81;3,91;16,11;278,18;57,35;41,24
02/08/2026;13:44:39;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,72;3,85;16,53;277,14;57,96;41,43
02/08/2026;13:44:45;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,71;3,82;16,32;278,52;58,59;42,27
02/08/2026;13:44:51;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,60;3,79;16,13;278,34;57,25;41,12
02/08/2026;13:44:56;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,59;3,99;15,28;276,06;57,80;42,53
02/08/2026;13:45:02;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,47;3,66;15,72;278,96;58,47;42,75
02/08/2026;13:45:07;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,46;3,60;15,98;275,76;57,91;41,93
02/08/2026;13:45:12;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,36;3,50;15,33;276,48;57,40;42,07
02/08/2026;13:45:17;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,31;3,46;16,46;275,86;58,52;42,06
02/08/2026;13:45:23;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,23;3,38;15,93;279,22;58,17;42,24
02/08/2026;13:45:28;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,19;3,31;15,28;276,70;57,59;42,31
02/08/2026;13:45:34;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,11;3,26;16,05;277,39;58,55;42,49
02/08/2026;13:45:39;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,01;3,11;15,21;278,18;57,99;42,78
02/08/2026;13:45:44;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;11,00;3,11;16,52;277,15;57,77;41,24
02/08/2026;13:45:50;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,92;3,08;16,27;279,05;57,55;41,28
02/08/2026;13:45:55;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,81;3,02;15,51;276,60;57,25;41,74
02/08/2026;13:46:00;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,76;2,90;16,11;276,44;57,51;41,40
02/08/2026;13:46:06;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,74;2,78;15,42;278,71;58,18;42,76
02/08/2026;13:46:11;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,66;2,80;15,40;279,21;58,28;42,88
02/08/2026;13:46:16;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,61;2,68;16,26;279,22;57,64;41,38
02/08/2026;13:46:22;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,52;2,65;15,72;277,96;57,90;42,18
02/08/2026;13:46:27;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,47;2,59;15,46;276,88;58,50;43,04
02/08/2026;13:46:32;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,41;2,47;15,28;275,81;57,24;41,96
02/08/2026;13:46:38;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,32;2,46;16,22;278,12;58,25;42,04
02/08/2026;13:46:43;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,24;2,43;15,70;279,02;58,36;42,66
02/08/2026;13:46:49;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,17;2,28;16,59;278,48;57,70;41,11
02/08/2026;13:46:54;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,14;2,29;15,73;276,60;58,49;42,75
02/08/2026;13:47:00;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;10,07;2,24;15,43;276,16;57,44;42,02
02/08/2026;13:47:05;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,98;2,10;15,99;276,45;57,69;41,69
02/08/2026;13:47:10;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,93;2,08;15,79;276,11;57,75;41,96
02/08/2026;13:47:15;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,84;2,00;15,31;277,22;58,34;43,04
02/08/2026;13:47:21;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,81;1,94;16,32;277,30;58,15;41,83
02/08/2026;13:47:26;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,76;1,85;16,51;275,88;58,53;42,02
02/08/2026;13:47:31;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,65;1,76;16,15;267,93;57,75;41,60
02/08/2026;13:47:36;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,63;1,77;16,10;277,44;58,04;41,94
02/08/2026;13:47:42;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,56;1,68;15,43;278,32;58,31;42,88
02/08/2026;13:47:47;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,45;1,61;15,42;276,74;58,32;42,90
02/08/2026;13:47:52;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,40;1,49;16,01;278,11;58,44;42,43
02/08/2026;13:47:58;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,35;1,52;15,63;277,22;57,96;42,33
02/08/2026;13:48:03;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,26;1,40;15,61;278,67;58,41;42,80
02/08/2026;13:48:08;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,23;1,38;15,82;277,41;58,11;42,30
02/08/2026;13:48:14;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,17;1,31;15,79;278,86;58,29;42,50
02/08/2026;13:48:20;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,07;1,22;16,49;277,67;57,81;41,32
02/08/2026;13:48:25;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;9,00;1,11;15,72;278,78;58,59;42,87
02/08/2026;13:48:31;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,97;1,03;15,71;277,22;57,90;42,20
02/08/2026;13:48:36;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,86;0,98;16,19;276,21;58,49;42,30
02/08/2026;13:48:41;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,84;0,99;15,92;277,41;58,08;42,17
02/08/2026;13:48:47;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,72;0,88;16,11;276,94;58,54;42,43
02/08/2026;13:48:52;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,71;0,80;16,27;278,18;57,35;41,08
02/08/2026;13:48:57;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,61;0,71;16,60;276,47;57,97;41,37
02/08/2026;13:49:03;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,57;0,73;16,01;279,12;57,33;41,32
02/08/2026;13:49:08;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,53;0,59;16,47;277,50;58,41;41,94
02/08/2026;13:49:13;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,40;0,61;16,45;277,25;57,50;41,05
02/08/2026;13:49:19;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,35;0,48;15,27;276,00;57,94;42,66
02/08/2026;13:49:24;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,32;0,41;16,56;279,11;57,65;41,09
02/08/2026;13:49:29;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,22;0,35;15,21;278,43;57,55;42,35
02/08/2026;13:49:34;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,16;0,30;16,28;278,44;57,94;41,66
02/08/2026;13:49:40;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,14;0,20;15,76;278,75;58,20;42,43
02/08/2026;13:49:45;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,01;0,23;16,15;275,79;58,48;42,33
02/08/2026;13:49:50;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;8,00;0,14;15,45;277,60;57,76;42,31
02/08/2026;13:49:56;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,90;0,07;16,40;275,87;57,67;41,27
02/08/2026;13:50:01;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,83;-0,05;15,64;277,22;58,01;42,37
02/08/2026;13:50:06;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,76;-0,07;16,56;278,45;57,89;41,33
02/08/2026;13:50:12;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,69;-0,20;15,64;277,93;57,50;41,86
02/08/2026;13:50:17;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,66;-0,23;15,87;278,78;57,38;41,51
02/08/2026;13:50:23;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,61;-0,30;15,47;277,02;58,16;42,70
02/08/2026;13:50:28;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,52;-0,29;15,82;276,05;57,61;41,79
02/08/2026;13:50:33;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,44;-0,38;16,00;278,51;58,55;42,56
02/08/2026;13:50:38;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,43;-0,52;16,44;278,19;57,49;41,05
02/08/2026;13:50:44;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,33;-0,50;15,23;277,54;57,93;42,70
02/08/2026;13:50:49;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,25;-0,58;15,94;278,41;57,83;41,89
02/08/2026;13:50:54;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,17;-0,66;16,33;278,63;58,43;42,10
02/08/2026;13:51:00;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,14;-0,75;15,69;278,03;57,24;41,54
02/08/2026;13:51:05;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,05;-0,79;15,80;277,34;57,67;41,87
02/08/2026;13:51:11;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;7,00;-0,91;16,58;278,19;57,81;41,22
02/08/2026;13:51:17;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,94;-0,58;16,23;278,87;57,20;40,97
02/08/2026;13:51:23;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,87;-0,99;16,50;278,53;57,35;40,85
02/08/2026;13:51:28;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,77;-1,10;15,50;278,38;57,64;42,14
02/08/2026;13:51:34;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,74;-1,12;15,92;278,81;58,03;42,11
02/08/2026;13:51:39;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,70;-1,22;15,44;277,52;57,81;42,37
02/08/2026;13:51:44;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,58;-1,22;15,34;277,25;58,10;42,76
02/08/2026;13:51:50;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,56;-1,35;16,04;276,12;57,21;41,17
02/08/2026;13:51:55;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,48;-1,36;16,16;277,22;57,78;41,62
02/08/2026;13:52:00;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,38;-1,41;16,29;278,26;57,29;41,00
02/08/2026;13:52:05;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,32;-1,98;15,70;276,08;58,54;42,84
02/08/2026;13:52:11;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,30;-1,60;15,94;277,70;57,88;41,94
02/08/2026;13:52:16;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,21;-1,63;16,24;276,14;58,56;42,32
02/08/2026;13:52:21;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,17;-1,73;15,76;278,12;58,11;42,35
02/08/2026;13:52:27;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,12;-1,82;15,48;276,36;57,96;42,48
02/08/2026;13:52:32;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;6,00;-1,82;15,74;275,87;57,89;42,15
02/08/2026;13:52:38;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,98;-1,95;16,24;276,45;58,52;42,28
02/08/2026;13:52:44;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,89;-2,01;15,22;277,28;57,66;42,44
02/08/2026;13:52:50;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,81;-2,12;16,40;277,14;57,75;41,35
02/08/2026;13:52:55;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,72;-2,18;16,26;277,85;57,56;41,30
02/08/2026;13:53:01;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,70;-2,21;15,76;278,60;57,71;41,95
02/08/2026;13:53:06;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,61;-2,31;15,46;278,13;57,29;41,83
02/08/2026;13:53:11;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,55;-2,34;16,21;278,32;57,95;41,74
02/08/2026;13:53:17;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,49;-2,37;15,92;265,29;58,46;42,55
02/08/2026;13:53:22;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,39;-2,45;15,93;278,95;57,98;42,05
02/08/2026;13:53:27;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,37;-2,48;15,49;275,78;58,50;43,01
02/08/2026;13:53:32;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,26;-2,56;16,32;277,34;58,20;41,88
02/08/2026;13:53:38;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,22;-2,63;16,41;277,65;58,48;42,07
02/08/2026;13:53:43;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,13;-2,75;15,78;276,00;57,36;41,58
02/08/2026;13:53:48;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,09;-2,74;15,26;278,08;58,32;43,06
02/08/2026;13:53:54;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;5,03;-2,86;16,35;276,77;57,25;40,90
02/08/2026;13:53:59;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,98;-2,97;16,20;277,41;57,42;41,22
02/08/2026;13:54:05;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,89;-2,93;15,57;277,02;57,26;41,69
02/08/2026;13:54:10;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,81;-3,01;15,26;276,06;58,57;43,31
02/08/2026;13:54:15;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,78;-3,14;15,86;279,02;58,53;42,67
02/08/2026;13:54:21;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,67;-3,16;15,25;277,23;57,54;42,29
02/08/2026;13:54:26;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,62;-3,18;16,29;278,13;57,48;41,19
02/08/2026;13:54:31;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,57;-3,25;15,87;276,86;58,11;42,23
02/08/2026;13:54:37;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,53;-3,33;15,57;278,55;58,24;42,67
02/08/2026;13:54:42;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,45;-3,45;16,54;278,57;57,88;41,34
02/08/2026;13:54:48;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,40;-3,46;15,91;275,93;58,18;42,27
02/08/2026;13:54:53;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,29;-3,58;15,75;277,87;57,94;42,19
02/08/2026;13:54:58;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,22;-3,60;16,42;277,58;57,57;41,15
02/08/2026;13:55:04;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,14;-3,68;16,53;277,28;57,60;41,07
02/08/2026;13:55:10;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,10;-3,80;15,42;277,69;57,98;42,56
02/08/2026;13:55:15;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;4,02;-3,79;15,70;278,89;58,55;42,85
02/08/2026;13:55:20;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,99;-3,92;15,36;278,78;57,73;42,37
02/08/2026;13:55:26;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,90;-3,97;16,15;276,03;58,27;42,11
02/08/2026;13:55:31;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,87;-4,00;15,70;277,77;58,20;42,50
02/08/2026;13:55:36;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,78;-4,09;15,76;276,00;57,65;41,89
02/08/2026;13:55:42;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,71;-4,18;16,14;277,57;57,60;41,45
02/08/2026;13:55:47;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,63;-4,27;16,33;277,98;58,22;41,89
02/08/2026;13:55:53;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,58;-4,25;16,36;278,52;57,57;41,21
02/08/2026;13:55:59;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,50;-4,37;16,45;278,45;57,59;41,13
02/08/2026;13:56:04;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,45;-4,43;15,73;277,28;58,05;42,32
02/08/2026;13:56:10;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,36;-4,51;15,37;275,94;58,35;42,99
02/08/2026;13:56:15;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,31;-4,52;15,53;276,36;58,29;42,76
02/08/2026;13:56:21;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,26;-4,65;15,22;278,43;58,50;43,28
02/08/2026;13:56:26;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,14;-4,67;16,32;276,27;57,28;40,97
02/08/2026;13:56:32;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,12;-4,81;15,31;277,85;57,45;42,14
02/08/2026;13:56:38;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;3,07;-4,85;15,75;278,60;57,57;41,82
02/08/2026;13:56:43;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;2,99;-4,89;16,57;276,65;57,26;40,69
02/08/2026;13:56:49;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;2,87;-4,92;15,64;275,94;58,05;42,41
02/08/2026;13:56:54;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;2,81;-5,04;15,77;275,99;58,55;42,78
02/08/2026;13:57:00;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;2,75;-5,12;16,11;276,04;58,44;42,33
02/08/2026;13:57:05;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;2,72;-5,16;16,44;277,91;58,42;41,98
02/08/2026;13:57:11;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;2,61;-5,20;15,45;278,65;58,05;42,60
02/08/2026;13:57:17;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;2,54;-5,28;16,06;276,54;58,10;42,04
02/08/2026;13:57:22;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;2,48;-5,37;16,54;276,97;58,51;41,97
02/08/2026;13:57:28;RESFRIANDO;LIGADO;DESLIGADO;70;INSTÁVEL;2,42;-5,43;15,50;278,76;57,72;42,21
